dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,num_variates
bitbrains_rnd/5T/medium,STRIDE (+Chronos-2),2195550.5261599463,2195550.5261599463,147.2394739613025,4.406766900776002,0.5875403093425752,0.765322272854057,159.64515779301416,1481.7390209345053,6.234431497509353,0.6195115341985903,0.5269822620809231,2
bizitobs_application/10S/medium,STRIDE (+Chronos-2),1158674.1333333333,1158674.1333333333,569.7021875,1.7177908432065832,0.025236682891845705,0.025442241032918294,20.320590197526805,1076.4172672961602,0.04226773800140734,0.022370528169401223,0.016667901633583813,2
bizitobs_service/10S/medium,STRIDE (+Chronos-2),8631.260952380951,8631.260952380951,29.276822916666667,0.9464267201945349,0.07716361878410219,0.07175873771546379,7.531733970703727,92.90457982457566,0.06992216772940806,0.02203442420630628,0.017008864315562887,2
bizitobs_l2c/5T/medium,STRIDE (+Chronos-2),37.41533801020408,37.41533801020408,4.045230787627551,0.40284626245011285,0.3302588941202024,0.55846748611554,2.6971780730987245,6.116807828451379,0.32183404333118854,0.21283862712417265,0.165247923226563,7
bizitobs_l2c/H/medium,STRIDE (+Chronos-2),75.62410249255953,75.62410249255953,4.930613490513393,0.4994720702396824,0.45435734272571515,0.7655181884765625,3.23714687045634,8.696211962260323,0.5265688431023136,0.2985561360224095,0.23522842552124576,7
electricity/15T/long,STRIDE (+Chronos-2),308471.04888410284,308471.04888410284,58.53576747694961,0.8854960982372947,0.13403176197795444,0.1370297079229498,7.6703255512210315,555.4017004692215,0.876214295220608,0.09234735183864476,0.07382275134194387,1
electricity/H/long,STRIDE (+Chronos-2),7167447.135375375,7167447.135375375,269.0291936936937,1.1599515380404806,0.2982227842113211,0.1475644457934497,10.477861878725104,2677.208832977991,1.055890375004947,0.10610503473519955,0.08435670419536394,1
solar/10T/long,STRIDE (+Chronos-2),14.784527325533505,14.784527325533505,1.526761205817081,0.6639025775106535,2.5747711341396653,1.421838500184541,5.232135210027287,3.8450653213610697,0.8310493682565041,0.32998501443499306,0.26536914823621466,1
solar/H/long,STRIDE (+Chronos-2),510.1308495539335,510.1308495539335,8.983990513166566,0.6825577606259207,3.0792408372318363,1.3632402628877738,4.523894825577457,22.586076453291604,0.783100544414144,0.31149136842875325,0.2469925546224803,1
kdd_cup_2018/H/long,STRIDE (+Chronos-2),2986.286310427054,2986.286310427054,16.61707485382087,0.7205754689856206,0.6815756672409278,0.43251517198933975,6.134768212251114,54.64692407104955,1.2822376721727373,0.3899037272652514,0.31459126094477996,1
loop_seattle/5T/long,STRIDE (+Chronos-2),53.93956414473684,53.93956414473684,4.016482516160704,0.6379965092967731,0.13484099428474103,0.09845605175506904,5.713911924908982,7.344355938047722,0.12984972305090256,0.07101223671096955,0.05713895696073523,1
loop_seattle/H/long,STRIDE (+Chronos-2),45.06979665529863,45.06979665529863,3.595128174667962,0.7585939434211358,0.10932274481501414,0.09437664085784482,6.8025255859097005,6.713404252337158,0.11997750294377818,0.06424974349031991,0.05181742581888308,1
sz_taxi/15T/long,STRIDE (+Chronos-2),15.424988871082622,15.424988871082622,2.6552130631232194,0.501615984193254,5787003908010.032,0.396216959287638,3.4959645165113726,3.9274659605250077,0.3635192157984048,0.24576176603073757,0.19313983421588019,1
m_dense/H/long,STRIDE (+Chronos-2),28584.103703703702,28584.103703703702,79.49243827160494,0.6799291274421979,0.2547900286314011,0.23278944227430556,6.164272817519564,169.06834033521386,0.29268230560375946,0.13761316912006125,0.10982190781538848,1
ett1/15T/long,STRIDE (+Chronos-2),7.799939856150794,7.799939856150794,1.4883159722222221,0.9687724232162375,0.7178586894123143,0.37647418309771824,6.977583204486949,2.792837241256782,0.5323175395807793,0.2836744958670029,0.2198318721320991,7
ett1/H/long,STRIDE (+Chronos-2),155.67617394179894,155.67617394179894,7.430864025297619,1.4214427350005172,1423931935606.5771,0.5115544394841269,9.032399168760488,12.477025845200407,0.5974977443648127,0.3558479840373886,0.27363247247150335,7
ett2/15T/long,STRIDE (+Chronos-2),10.460587797619048,10.460587797619048,2.050662512400794,0.8570443110902306,0.13340205097215785,0.16354565817212302,6.904466110908962,3.2342831968798045,0.17236079464823603,0.10928351003206364,0.08753276001124942,7
ett2/H/long,STRIDE (+Chronos-2),226.2493716931217,226.2493716931217,9.172709986772487,1.012750470754618,0.17867463375806156,0.17004711009837964,7.681270499929484,15.04158807084949,0.2059829717691171,0.12561320342985222,0.10153333110102741,7
jena_weather/10T/long,STRIDE (+Chronos-2),1570.0599206349207,1570.0599206349207,10.269260499338625,0.6363053184427799,0.9111664960009386,0.634709369316303,5.548179562610599,39.623981635304155,0.242465938008705,0.06283936588062092,0.050957851589608194,21
jena_weather/H/long,STRIDE (+Chronos-2),1408.7814814814815,1408.7814814814815,12.10635333994709,0.8691882449010763,4.092765410958904,0.6469140108300264,7.232850127866548,37.53373790979899,0.22599470930775398,0.07289366730309094,0.05944143232932965,21
bitbrains_fast_storage/5T/long,STRIDE (+Chronos-2),3120004.806601327,3120004.806601327,287.01112294867966,0.8969832790654502,2.9580847341791796,0.8472289620409829,15.845682369914519,1766.353533866119,4.6679449188250945,0.7584846902546069,0.5919439414595115,2
bitbrains_rnd/5T/long,STRIDE (+Chronos-2),2311442.4275302445,2311442.4275302445,175.8167688347285,3.330295227268027,1.4568922881410131,0.7461749192069783,115.34841491315528,1520.3428651229447,5.824091027168964,0.6735144349911999,0.5964236578831296,2
bizitobs_application/10S/long,STRIDE (+Chronos-2),3536872.1066666665,3536872.1066666665,1171.8431944444444,2.7305087901140364,0.039467536078559025,0.04005960252549913,39.781531518687565,1880.6573602511082,0.07252943718258026,0.04519330801860904,0.038267921172789904,2
bizitobs_service/10S/long,STRIDE (+Chronos-2),121579.19492063492,121579.19492063492,70.92623015873016,1.230080717762228,0.09817002392319775,0.10048795831266534,15.690761315675998,348.682082878709,0.25831483408255096,0.05254441875617213,0.047633667557765866,2
bizitobs_l2c/5T/long,STRIDE (+Chronos-2),44.8352380952381,44.8352380952381,4.320678943452381,0.42856574691854643,0.3735948615505334,0.6553214905753968,2.728066965354943,6.69591204357092,0.37596545084001964,0.2425996632482272,0.18796648853065193,7
m4_yearly/A/short,STRIDE (+Chronos-2),7349068.230492441,7349068.230492441,1474.6919398015148,6.3795856943340485,0.2510540542874851,0.20606404252172827,35.86206832152228,2710.916492718365,0.4347080233615641,0.23647368701332638,0.18056907535793157,1
m4_quarterly/Q/short,STRIDE (+Chronos-2),3519158.825515625,3519158.825515625,846.8342239990235,2.03279528559001,0.15644293255607286,0.13121872864166895,12.108234720354908,1875.9421167817586,0.3139996757740745,0.1417451366923055,0.11065432108630809,1
m4_monthly/M/short,STRIDE (+Chronos-2),2255450.2839212962,2255450.2839212962,632.8535338315611,1.1481731701753053,0.1743996446750782,0.14204347074694104,9.119885968838474,1501.8156624304117,0.3121288506824059,0.13152868964322517,0.10506751450737578,1
m4_weekly/W/short,STRIDE (+Chronos-2),587064.2896935933,587064.2896935933,418.5151094118277,5.55603759229503,0.10023699282884649,0.09205491838604371,36.006511680802326,766.201207055688,0.13958997426620284,0.0762469607393454,0.05882682509096299,1
m4_daily/D/short,STRIDE (+Chronos-2),943095.3161309946,943095.3161309946,253.78573469883762,4.657635101754588,0.05715637037981205,0.04163024665746206,40.7055446113866,971.1309469535994,0.1500128922352055,0.03920288215470516,0.031358318571010145,1
m4_hourly/H/short,STRIDE (+Chronos-2),1145113.8082252478,1145113.8082252478,214.9187074959182,1.1696947832434128,0.10398799747276613,0.0912834492282591,10.362795636414749,1070.0999057215395,0.14609227654650053,0.02934115130992311,0.023328349923571093,1
