dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ett1/H/short,Toto-2.0-22m,110.80165550595238,110.80165550595238,5.118936593191965,0.8510272515385494,0.5359678359258743,0.2632661309715338,5.893313320165376,10.52623653097119,0.4913025235177481,0.2389217132412773,0.1838207878754574,Energy,7
ett1/H/medium,Toto-2.0-22m,139.33148251488095,139.33148251488095,6.9377464657738095,1.2649449319954833,3423369854344.4863,0.4450307472529193,9.141430244840665,11.803875741250454,0.5653776670171448,0.3323016098405751,0.2583557259079976,Energy,7
ett1/H/long,Toto-2.0-22m,145.4195105820106,145.4195105820106,7.168616174768519,1.3519230236308633,4739222418414.458,0.4753991067626391,9.940490244672429,12.05900122655316,0.5774794507562624,0.3432895024649605,0.2690736789394403,Energy,7
bizitobs_application/10S/short,Toto-2.0-22m,681981.6444444444,681981.6444444444,425.8936371527778,1.214367890379178,0.0173638680246141,0.0175237835171971,7.164018364794098,825.821799448552,0.031848648630161,0.0164250166471237,0.0127968986035825,Web/CloudOps,2
bizitobs_application/10S/medium,Toto-2.0-22m,4406650.026666666,4406650.026666666,1154.966875,2.473020497520047,0.0357634862263997,0.0365145074514854,34.89278076143773,2099.202235771167,0.082429493477395,0.0453521499106281,0.0399793475988755,Web/CloudOps,2
bizitobs_application/10S/long,Toto-2.0-22m,6591811.697777778,6591811.697777778,1552.334722222222,3.324547169559598,0.0482302602132161,0.0493198533488997,62.10179764635064,2567.4523749775335,0.0990163757024489,0.0598673453768961,0.0544916380965697,Web/CloudOps,2
ett2/W/short,Toto-2.0-22m,3031499.1428571427,3031499.1428571427,1214.0630580357142,0.820496477502301,0.1240506683077131,0.1312357123915815,9.314589834757337,1741.1200828366614,0.1460532546048694,0.1018412587791,0.0852168387265091,Energy,7
us_births/M/short,Toto-2.0-22m,53665637.333333336,53665637.333333336,6239.305989583333,0.7053000543316973,0.0192156434059143,0.0194666392900785,4.013607218014726,7325.683403842493,0.0227535227064563,0.019379241864595,0.0143488134128231,Healthcare,1
ett2/15T/short,Toto-2.0-22m,6.705294363839286,6.705294363839286,1.639461408342634,0.7135676206206494,0.1021487025501357,0.1224180569014991,4.828364049116236,2.589458314752197,0.1229307980850107,0.0778310653656621,0.0608728597647357,Energy,7
ett2/15T/medium,Toto-2.0-22m,12.024113343253967,12.024113343253967,2.16059818328373,0.8851418174100284,0.1315468498867621,0.15981772065376,6.432821202686874,3.4675803297478156,0.1847936203355717,0.1151421805442346,0.0903872636095514,Energy,7
ett2/15T/long,Toto-2.0-22m,11.451199156746032,11.451199156746032,2.1529478236607145,0.8858911097150877,0.1334926042695338,0.1621562733636246,6.829511215210554,3.3839620501338414,0.1803374511493709,0.1147344790587123,0.091304522450295,Energy,7
bizitobs_service/10S/short,Toto-2.0-22m,2632.718982695726,2632.718982695726,20.23339856183087,0.7728554259009419,0.0533200228025042,0.0423257132425788,6.222320749974096,51.31002809096606,0.038012109737998,0.0149895487319053,0.0118609585090239,Web/CloudOps,2
bizitobs_service/10S/medium,Toto-2.0-22m,81237.84476190477,81237.84476190477,54.390391865079366,1.0966349537110882,0.0688354189433748,0.0640039503780956,9.7401779940418,285.0225337791817,0.2145146691027989,0.0409354894106315,0.0310792395668774,Web/CloudOps,2
bizitobs_service/10S/long,Toto-2.0-22m,131597.46645502644,131597.46645502644,76.99688078703704,1.3218015125833034,0.0765235666749338,0.0729309798885982,20.29210887925574,362.7636509561376,0.2687469046236282,0.0570417496974985,0.0524986137412241,Web/CloudOps,2
jena_weather/10T/short,Toto-2.0-22m,750.0043650793651,750.0043650793651,5.146605282738095,0.2610494135414802,0.3276077443417204,0.5405074554436449,2.11930572788626,27.386207570223466,0.1701026858329357,0.0319668716185291,0.0262154733121836,Nature,21
jena_weather/10T/medium,Toto-2.0-22m,1470.6180375180377,1470.6180375180377,9.30525624549062,0.567364716942664,0.6647298573569815,0.6454971474192155,5.333423638940394,38.3486380138596,0.2353449098568055,0.0571061921807496,0.0470466065649469,Nature,21
jena_weather/10T/long,Toto-2.0-22m,1362.7670634920637,1362.7670634920637,9.373846726190475,0.6486033441666295,0.7679092215602461,0.6423918851262477,5.643638840527324,36.915675037740584,0.2258933455409068,0.0573601754648137,0.0475178710229483,Nature,21
m4_weekly/W/short,Toto-2.0-22m,275865.58902935503,275865.58902935503,259.3099421469895,2.0209958951387152,0.0626467223951079,0.0632907082446155,14.15835350983694,525.2290824291388,0.0956885991653939,0.0472422528450762,0.037567003892106,Econ/Fin,1
electricity/D/short,Toto-2.0-22m,1462378385.2972972,1462378385.2972972,4472.5973693693695,1.4637687473530925,0.4279707912220804,0.0974082809434868,11.754000435755696,38241.05627852475,0.6284275833365797,0.0734996317988412,0.0575624330851913,Energy,1
electricity/15T/short,Toto-2.0-22m,140182.07802927928,140182.07802927928,53.39393889006194,1.023448982968546,0.1682565974395921,0.1688380102057347,10.952889659773255,374.40897161964386,0.7380338874468475,0.1052499786921887,0.0888941425816609,Energy,1
electricity/15T/medium,Toto-2.0-22m,299803.21512612613,299803.21512612613,56.77596910191441,0.8787347392005898,0.1328456539113086,0.1375225023377982,7.703491937756961,547.5428888462767,0.9434715533343462,0.0978307139985246,0.0790396048273093,Energy,1
electricity/15T/long,Toto-2.0-22m,346257.9187402402,346257.9187402402,61.08367811561561,0.9154556409598182,0.1375225523551515,0.1382660771562484,7.723622804118572,588.4368434592112,0.9283312839440891,0.0963669932693934,0.0775559647612763,Energy,1
electricity/W/short,Toto-2.0-22m,51382631119.567566,51382631119.567566,31840.31981981982,1.6145042694301126,0.2474364837729262,0.10202906031893,12.044266446137316,226677.37231485537,0.5172029598445843,0.072649102488867,0.0568559180381039,Energy,1
loop_seattle/D/short,Toto-2.0-22m,18.738923422987614,18.738923422987614,2.95076139625258,0.8899543045391782,0.0545405408546282,0.0544383626899542,8.10394482313346,4.328847817027946,0.0773622978191341,0.0527340510867911,0.0430487161020807,Transport,1
covid_deaths/D/short,Toto-2.0-22m,300051.08771929826,300051.08771929826,90.98233865914789,29.669587115049985,0.0797652108800302,0.3527422583772818,602.7080257405497,547.7691920136604,0.2061008242465901,0.034232547691483,0.028882486623101,Healthcare,1
ett1/W/short,Toto-2.0-22m,1075975.642857143,1075975.642857143,825.9029715401786,1.5160349078149962,0.7028508186340332,0.525741040769788,8.394493285472672,1037.2924577269146,0.4127634267654942,0.3286465048206078,0.2491388734409806,Energy,7
m4_yearly/A/short,Toto-2.0-22m,4044821.6555526536,4044821.6555526536,885.9650583268042,3.276080459939924,0.1644824128112058,0.147744127652091,30.591126156855864,2011.1741982117449,0.3225011055421661,0.1420686040205661,0.1155181648136644,Econ/Fin,1
m4_hourly/H/short,Toto-2.0-22m,3483563.078904992,3483563.078904992,309.7173913043478,0.8244259566429477,0.1054967244466145,0.0941454236520002,6.194808072592523,1866.4305716808735,0.2548089702286959,0.042283260217446,0.0318006253513396,Econ/Fin,1
bitbrains_fast_storage/5T/short,Toto-2.0-22m,1671080.4331994231,1671080.4331994231,142.6923248137753,0.6321989266821296,1.5643342893154932,0.7171627901246558,12.627186163519188,1292.7027628961823,4.058766981544373,0.4480186111588501,0.3514745801154158,Web/CloudOps,2
bitbrains_fast_storage/5T/medium,Toto-2.0-22m,3420419.664879455,3420419.664879455,267.66509445734556,0.930932181529833,3.2407134446611097,0.795013555552051,20.3887429303128,1849.4376617987032,5.619102402505845,0.8132404819038054,0.5674692094773808,Web/CloudOps,2
